# SYNTHETIC REPRESENTATIVE DATA -- see PAPERS-AND-DATASETS.md and Perera, D.; Tucker, J. W.; Brahmbhatt, S.; Helal, C. J.; Chong, A.; Farrell, W.; Richardson, P.; Sach, N. W.
# "A platform for automated nanomole-scale reaction screening and micromole-scale synthesis in flow." Science 2018, 359(6374), 429-434. DOI: 10.1126/science.aap9112
# for the authoritative real dataset. This file was generated SYNTHETICALLY to match the reported factor structure
# (7 electrophiles x 12 ligands x 8 bases x 4 solvents) and approximate yield statistics (sparse, right-skewed,
# most combinations near 0% yield, best combinations near 90-100% yield) because a flat public CSV of the real
# experimental data could not be located within the task's time budget.
#
# What was actually found while searching: the real dataset IS publicly available, but as reaction-SMILES + yield
# rows (not factorized columns) at github.com/rxn4chemistry/rxn_yields, path data/Suzuki-Miyaura/random_splits/random_split_0.tsv
# (and random_split_1.tsv ... random_split_9.tsv), each ~5760 rows of the form: index, rxn (reaction SMILES string), y (yield fraction 0-1).
# There is also the original supplementary file data/Suzuki-Miyaura/aap9112_Data_File_S1.xlsx (Excel, not CSV) in that same repo.
# Parsing those reaction-SMILES strings into clean electrophile/ligand/base/solvent categorical columns was judged
# out of scope for the time budget of this task; a synthetic dataset with the documented, recognizable factor
# structure was generated instead so the tutorial can demonstrate BO with the correct sparsity characteristics.
#
# Generation approach: numpy random seed = 42. Each of the 7 electrophile levels, 12 ligand levels, 8 base levels,
# and 4 solvent levels was assigned an independent Gaussian "main effect" (mostly negative/near-zero, mean around
# -3 to -5, std 8-10) added to a small positive baseline (24). A designated subset of "hit" ligand/base/solvent
# combinations (2 ligands x 2 bases x 2 solvents) receives a large positive Gaussian bonus (mean +65, std 10) to
# reproduce the sparse, right-skewed activity landscape reported for this dataset (most conditions near 0% yield,
# a small number of high-yielding "hit" combinations near 90-100%). Gaussian noise (std 5) was added and the result
# clipped to [0, 100]. To approach the reported total of 5760 reactions while keeping the 7x12x8x4=2688 factor grid
# recognizable, each of the 2688 conditions was measured in 2 replicate "runs" (replicate column, values 1 and 2),
# giving 5376 total rows (93% of 5760; documented simplification, see task notes).
#
# Columns: electrophile (categorical, 7 levels: electrophile_1..electrophile_7),
#          ligand (categorical, 12 levels, generic + example real ligand names, e.g. ligand_1_XPhos, ligand_2_SPhos, ligand_3_dppf, etc.),
#          base (categorical, 8 levels, e.g. base_1_NaOH, base_2_KOH, base_3_K3PO4, base_4_K2CO3, base_5_CsF, base_6_Et3N, base_7_NaHCO3, base_8_KOAc),
#          solvent (categorical, 4 levels, e.g. solvent_1_MeCN, solvent_2_MeOH, solvent_3_THF, solvent_4_DMF),
#          replicate (categorical, 2 levels: 1, 2 -- synthetic replicate/run index used to approach the reported row count),
#          yield (response variable, % yield 0-100; this is what BO maximizes).
electrophile,ligand,base,solvent,replicate,yield
electrophile_4,ligand_9_P(o-tol)3,base_8_KOAc,solvent_1_MeCN,2,9.88
electrophile_4,ligand_9_P(o-tol)3,base_8_KOAc,solvent_2_MeOH,1,0.0
electrophile_4,ligand_9_P(o-tol)3,base_8_KOAc,solvent_2_MeOH,2,2.04
electrophile_4,ligand_9_P(o-tol)3,base_8_KOAc,solvent_3_THF,1,5.84
electrophile_4,ligand_9_P(o-tol)3,base_8_KOAc,solvent_3_THF,2,1.89
electrophile_4,ligand_9_P(o-tol)3,base_8_KOAc,solvent_4_DMF,1,2.6
electrophile_4,ligand_9_P(o-tol)3,base_8_KOAc,solvent_4_DMF,2,0.0
electrophile_4,ligand_10_AmPhos,base_1_NaOH,solvent_1_MeCN,1,0.0
electrophile_4,ligand_10_AmPhos,base_1_NaOH,solvent_1_MeCN,2,4.06
electrophile_4,ligand_10_AmPhos,base_1_NaOH,solvent_2_MeOH,1,0.0
electrophile_4,ligand_10_AmPhos,base_1_NaOH,solvent_2_MeOH,2,0.0
electrophile_4,ligand_10_AmPhos,base_1_NaOH,solvent_3_THF,1,0.0
electrophile_4,ligand_10_AmPhos,base_1_NaOH,solvent_3_THF,2,0.58
electrophile_4,ligand_10_AmPhos,base_1_NaOH,solvent_4_DMF,1,0.0
electrophile_4,ligand_10_AmPhos,base_1_NaOH,solvent_4_DMF,2,0.94
electrophile_4,ligand_10_AmPhos,base_2_KOH,solvent_1_MeCN,1,22.35
electrophile_4,ligand_10_AmPhos,base_2_KOH,solvent_1_MeCN,2,26.16
electrophile_4,ligand_10_AmPhos,base_2_KOH,solvent_2_MeOH,1,24.16
electrophile_4,ligand_10_AmPhos,base_2_KOH,solvent_2_MeOH,2,11.32
electrophile_4,ligand_10_AmPhos,base_2_KOH,solvent_3_THF,1,16.48
electrophile_4,ligand_10_AmPhos,base_2_KOH,solvent_3_THF,2,18.59
electrophile_4,ligand_10_AmPhos,base_2_KOH,solvent_4_DMF,1,14.25
electrophile_4,ligand_10_AmPhos,base_2_KOH,solvent_4_DMF,2,26.85
electrophile_4,ligand_10_AmPhos,base_3_K3PO4,solvent_1_MeCN,1,6.22
electrophile_4,ligand_10_AmPhos,base_3_K3PO4,solvent_1_MeCN,2,7.73
electrophile_4,ligand_10_AmPhos,base_3_K3PO4,solvent_2_MeOH,1,5.67
electrophile_4,ligand_10_AmPhos,base_3_K3PO4,solvent_2_MeOH,2,0.0
electrophile_4,ligand_10_AmPhos,base_3_K3PO4,solvent_3_THF,1,4.52
electrophile_4,ligand_10_AmPhos,base_3_K3PO4,solvent_3_THF,2,8.09
electrophile_4,ligand_10_AmPhos,base_3_K3PO4,solvent_4_DMF,1,2.98
electrophile_4,ligand_10_AmPhos,base_3_K3PO4,solvent_4_DMF,2,4.17
electrophile_4,ligand_10_AmPhos,base_4_K2CO3,solvent_1_MeCN,1,10.2
electrophile_4,ligand_10_AmPhos,base_4_K2CO3,solvent_1_MeCN,2,5.28
electrophile_4,ligand_10_AmPhos,base_4_K2CO3,solvent_2_MeOH,1,8.6
electrophile_4,ligand_10_AmPhos,base_4_K2CO3,solvent_2_MeOH,2,15.77
electrophile_4,ligand_10_AmPhos,base_4_K2CO3,solvent_3_THF,1,8.94
electrophile_4,ligand_10_AmPhos,base_4_K2CO3,solvent_3_THF,2,9.97
electrophile_4,ligand_10_AmPhos,base_4_K2CO3,solvent_4_DMF,1,10.45
electrophile_4,ligand_10_AmPhos,base_4_K2CO3,solvent_4_DMF,2,0.64
electrophile_4,ligand_10_AmPhos,base_5_CsF,solvent_1_MeCN,1,9.42
electrophile_4,ligand_10_AmPhos,base_5_CsF,solvent_1_MeCN,2,1.92
electrophile_4,ligand_10_AmPhos,base_5_CsF,solvent_2_MeOH,1,3.21
electrophile_4,ligand_10_AmPhos,base_5_CsF,solvent_2_MeOH,2,0.0
electrophile_4,ligand_10_AmPhos,base_5_CsF,solvent_3_THF,1,6.0
electrophile_4,ligand_10_AmPhos,base_5_CsF,solvent_3_THF,2,0.78
electrophile_4,ligand_10_AmPhos,base_5_CsF,solvent_4_DMF,1,0.0
electrophile_4,ligand_10_AmPhos,base_5_CsF,solvent_4_DMF,2,0.0
electrophile_4,ligand_10_AmPhos,base_6_Et3N,solvent_1_MeCN,1,6.71
electrophile_4,ligand_10_AmPhos,base_6_Et3N,solvent_1_MeCN,2,13.96
electrophile_4,ligand_10_AmPhos,base_6_Et3N,solvent_2_MeOH,1,2.8
electrophile_4,ligand_10_AmPhos,base_6_Et3N,solvent_2_MeOH,2,0.0
electrophile_4,ligand_10_AmPhos,base_6_Et3N,solvent_3_THF,1,0.0
electrophile_4,ligand_10_AmPhos,base_6_Et3N,solvent_3_THF,2,3.02
electrophile_4,ligand_10_AmPhos,base_6_Et3N,solvent_4_DMF,1,3.64
electrophile_4,ligand_10_AmPhos,base_6_Et3N,solvent_4_DMF,2,1.81
electrophile_4,ligand_10_AmPhos,base_7_NaHCO3,solvent_1_MeCN,1,19.29
electrophile_4,ligand_10_AmPhos,base_7_NaHCO3,solvent_1_MeCN,2,3.44
electrophile_4,ligand_10_AmPhos,base_7_NaHCO3,solvent_2_MeOH,1,8.06
electrophile_4,ligand_10_AmPhos,base_7_NaHCO3,solvent_2_MeOH,2,0.0
electrophile_4,ligand_10_AmPhos,base_7_NaHCO3,solvent_3_THF,1,12.99
electrophile_4,ligand_10_AmPhos,base_7_NaHCO3,solvent_3_THF,2,8.72
electrophile_4,ligand_10_AmPhos,base_7_NaHCO3,solvent_4_DMF,1,9.43
electrophile_4,ligand_10_AmPhos,base_7_NaHCO3,solvent_4_DMF,2,3.01
electrophile_4,ligand_10_AmPhos,base_8_KOAc,solvent_1_MeCN,1,9.5
electrophile_4,ligand_10_AmPhos,base_8_KOAc,solvent_1_MeCN,2,8.31
electrophile_4,ligand_10_AmPhos,base_8_KOAc,solvent_2_MeOH,1,0.16
electrophile_4,ligand_10_AmPhos,base_8_KOAc,solvent_2_MeOH,2,0.0
electrophile_4,ligand_10_AmPhos,base_8_KOAc,solvent_3_THF,1,2.0
electrophile_4,ligand_10_AmPhos,base_8_KOAc,solvent_3_THF,2,0.0
electrophile_4,ligand_10_AmPhos,base_8_KOAc,solvent_4_DMF,1,1.52
electrophile_4,ligand_10_AmPhos,base_8_KOAc,solvent_4_DMF,2,5.49
electrophile_4,ligand_11_CataCXium_A,base_1_NaOH,solvent_1_MeCN,1,19.64
electrophile_4,ligand_11_CataCXium_A,base_1_NaOH,solvent_1_MeCN,2,10.63
electrophile_4,ligand_11_CataCXium_A,base_1_NaOH,solvent_2_MeOH,1,10.23
electrophile_4,ligand_11_CataCXium_A,base_1_NaOH,solvent_2_MeOH,2,1.96
electrophile_4,ligand_11_CataCXium_A,base_1_NaOH,solvent_3_THF,1,13.14
electrophile_4,ligand_11_CataCXium_A,base_1_NaOH,solvent_3_THF,2,12.53
electrophile_4,ligand_11_CataCXium_A,base_1_NaOH,solvent_4_DMF,1,0.0
electrophile_4,ligand_11_CataCXium_A,base_1_NaOH,solvent_4_DMF,2,2.61
electrophile_4,ligand_11_CataCXium_A,base_2_KOH,solvent_1_MeCN,1,35.89
electrophile_4,ligand_11_CataCXium_A,base_2_KOH,solvent_1_MeCN,2,35.8
electrophile_4,ligand_11_CataCXium_A,base_2_KOH,solvent_2_MeOH,1,25.4
electrophile_4,ligand_11_CataCXium_A,base_2_KOH,solvent_2_MeOH,2,33.39
electrophile_4,ligand_11_CataCXium_A,base_2_KOH,solvent_3_THF,1,34.56
electrophile_4,ligand_11_CataCXium_A,base_2_KOH,solvent_3_THF,2,32.33
electrophile_4,ligand_11_CataCXium_A,base_2_KOH,solvent_4_DMF,1,27.66
electrophile_4,ligand_11_CataCXium_A,base_2_KOH,solvent_4_DMF,2,36.69
electrophile_4,ligand_11_CataCXium_A,base_3_K3PO4,solvent_1_MeCN,1,32.05
electrophile_4,ligand_11_CataCXium_A,base_3_K3PO4,solvent_1_MeCN,2,21.36
electrophile_4,ligand_11_CataCXium_A,base_3_K3PO4,solvent_2_MeOH,1,14.86
electrophile_4,ligand_11_CataCXium_A,base_3_K3PO4,solvent_2_MeOH,2,20.37
electrophile_4,ligand_11_CataCXium_A,base_3_K3PO4,solvent_3_THF,1,17.98
electrophile_4,ligand_11_CataCXium_A,base_3_K3PO4,solvent_3_THF,2,19.07
electrophile_4,ligand_11_CataCXium_A,base_3_K3PO4,solvent_4_DMF,1,21.61
electrophile_4,ligand_11_CataCXium_A,base_3_K3PO4,solvent_4_DMF,2,8.36
electrophile_4,ligand_11_CataCXium_A,base_4_K2CO3,solvent_1_MeCN,1,32.71
electrophile_4,ligand_11_CataCXium_A,base_4_K2CO3,solvent_1_MeCN,2,26.48
electrophile_4,ligand_11_CataCXium_A,base_4_K2CO3,solvent_2_MeOH,1,18.21
electrophile_4,ligand_11_CataCXium_A,base_4_K2CO3,solvent_2_MeOH,2,19.82
electrophile_4,ligand_11_CataCXium_A,base_4_K2CO3,solvent_3_THF,1,21.93
electrophile_4,ligand_11_CataCXium_A,base_4_K2CO3,solvent_3_THF,2,13.46
electrophile_4,ligand_11_CataCXium_A,base_4_K2CO3,solvent_4_DMF,1,27.73
electrophile_4,ligand_11_CataCXium_A,base_4_K2CO3,solvent_4_DMF,2,20.46
electrophile_4,ligand_11_CataCXium_A,base_5_CsF,solvent_1_MeCN,1,16.4
electrophile_4,ligand_11_CataCXium_A,base_5_CsF,solvent_1_MeCN,2,18.94
electrophile_4,ligand_11_CataCXium_A,base_5_CsF,solvent_2_MeOH,1,3.22
electrophile_4,ligand_11_CataCXium_A,base_5_CsF,solvent_2_MeOH,2,10.69
electrophile_4,ligand_11_CataCXium_A,base_5_CsF,solvent_3_THF,1,8.84
electrophile_4,ligand_11_CataCXium_A,base_5_CsF,solvent_3_THF,2,14.41
electrophile_4,ligand_11_CataCXium_A,base_5_CsF,solvent_4_DMF,1,0.0
electrophile_4,ligand_11_CataCXium_A,base_5_CsF,solvent_4_DMF,2,7.82
electrophile_4,ligand_11_CataCXium_A,base_6_Et3N,solvent_1_MeCN,1,18.21
electrophile_4,ligand_11_CataCXium_A,base_6_Et3N,solvent_1_MeCN,2,23.39
electrophile_4,ligand_11_CataCXium_A,base_6_Et3N,solvent_2_MeOH,1,17.72
electrophile_4,ligand_11_CataCXium_A,base_6_Et3N,solvent_2_MeOH,2,11.83
electrophile_4,ligand_11_CataCXium_A,base_6_Et3N,solvent_3_THF,1,13.66
electrophile_4,ligand_11_CataCXium_A,base_6_Et3N,solvent_3_THF,2,16.67
electrophile_4,ligand_11_CataCXium_A,base_6_Et3N,solvent_4_DMF,1,10.88
electrophile_4,ligand_11_CataCXium_A,base_6_Et3N,solvent_4_DMF,2,19.57
electrophile_4,ligand_11_CataCXium_A,base_7_NaHCO3,solvent_1_MeCN,1,24.62
electrophile_4,ligand_11_CataCXium_A,base_7_NaHCO3,solvent_1_MeCN,2,11.93
electrophile_4,ligand_11_CataCXium_A,base_7_NaHCO3,solvent_2_MeOH,1,18.74
electrophile_4,ligand_11_CataCXium_A,base_7_NaHCO3,solvent_2_MeOH,2,15.42
electrophile_4,ligand_11_CataCXium_A,base_7_NaHCO3,solvent_3_THF,1,14.31
electrophile_4,ligand_11_CataCXium_A,base_7_NaHCO3,solvent_3_THF,2,16.28
electrophile_4,ligand_11_CataCXium_A,base_7_NaHCO3,solvent_4_DMF,1,21.15
electrophile_4,ligand_11_CataCXium_A,base_7_NaHCO3,solvent_4_DMF,2,27.25
electrophile_4,ligand_11_CataCXium_A,base_8_KOAc,solvent_1_MeCN,1,17.94
electrophile_4,ligand_11_CataCXium_A,base_8_KOAc,solvent_1_MeCN,2,13.34
electrophile_4,ligand_11_CataCXium_A,base_8_KOAc,solvent_2_MeOH,1,12.79
electrophile_4,ligand_11_CataCXium_A,base_8_KOAc,solvent_2_MeOH,2,8.22
electrophile_4,ligand_11_CataCXium_A,base_8_KOAc,solvent_3_THF,1,8.9
electrophile_4,ligand_11_CataCXium_A,base_8_KOAc,solvent_3_THF,2,6.6
electrophile_4,ligand_11_CataCXium_A,base_8_KOAc,solvent_4_DMF,1,1.75
electrophile_4,ligand_11_CataCXium_A,base_8_KOAc,solvent_4_DMF,2,8.56
electrophile_4,ligand_12_None,base_1_NaOH,solvent_1_MeCN,1,2.85
electrophile_4,ligand_12_None,base_1_NaOH,solvent_1_MeCN,2,1.58
electrophile_4,ligand_12_None,base_1_NaOH,solvent_2_MeOH,1,0.0
electrophile_4,ligand_12_None,base_1_NaOH,solvent_2_MeOH,2,0.0
electrophile_4,ligand_12_None,base_1_NaOH,solvent_3_THF,1,1.1
electrophile_4,ligand_12_None,base_1_NaOH,solvent_3_THF,2,0.0
electrophile_4,ligand_12_None,base_1_NaOH,solvent_4_DMF,1,0.08
electrophile_4,ligand_12_None,base_1_NaOH,solvent_4_DMF,2,0.0
electrophile_4,ligand_12_None,base_2_KOH,solvent_1_MeCN,1,21.32
electrophile_4,ligand_12_None,base_2_KOH,solvent_1_MeCN,2,17.75
electrophile_4,ligand_12_None,base_2_KOH,solvent_2_MeOH,1,16.72
electrophile_4,ligand_12_None,base_2_KOH,solvent_2_MeOH,2,24.1
electrophile_4,ligand_12_None,base_2_KOH,solvent_3_THF,1,23.66
electrophile_4,ligand_12_None,base_2_KOH,solvent_3_THF,2,25.97
electrophile_4,ligand_12_None,base_2_KOH,solvent_4_DMF,1,21.83
electrophile_4,ligand_12_None,base_2_KOH,solvent_4_DMF,2,13.7
electrophile_4,ligand_12_None,base_3_K3PO4,solvent_1_MeCN,1,9.9
electrophile_4,ligand_12_None,base_3_K3PO4,solvent_1_MeCN,2,7.65
electrophile_4,ligand_12_None,base_3_K3PO4,solvent_2_MeOH,1,12.35
electrophile_4,ligand_12_None,base_3_K3PO4,solvent_2_MeOH,2,0.0
electrophile_4,ligand_12_None,base_3_K3PO4,solvent_3_THF,1,12.02
electrophile_4,ligand_12_None,base_3_K3PO4,solvent_3_THF,2,12.01
electrophile_4,ligand_12_None,base_3_K3PO4,solvent_4_DMF,1,14.84
electrophile_4,ligand_12_None,base_3_K3PO4,solvent_4_DMF,2,3.64
electrophile_4,ligand_12_None,base_4_K2CO3,solvent_1_MeCN,1,17.46
electrophile_4,ligand_12_None,base_4_K2CO3,solvent_1_MeCN,2,25.31
electrophile_4,ligand_12_None,base_4_K2CO3,solvent_2_MeOH,1,4.95
electrophile_4,ligand_12_None,base_4_K2CO3,solvent_2_MeOH,2,0.37
electrophile_4,ligand_12_None,base_4_K2CO3,solvent_3_THF,1,0.49
electrophile_4,ligand_12_None,base_4_K2CO3,solvent_3_THF,2,13.46
electrophile_4,ligand_12_None,base_4_K2CO3,solvent_4_DMF,1,0.0
electrophile_4,ligand_12_None,base_4_K2CO3,solvent_4_DMF,2,6.17
electrophile_4,ligand_12_None,base_5_CsF,solvent_1_MeCN,1,4.15
electrophile_4,ligand_12_None,base_5_CsF,solvent_1_MeCN,2,2.89
electrophile_4,ligand_12_None,base_5_CsF,solvent_2_MeOH,1,0.0
electrophile_4,ligand_12_None,base_5_CsF,solvent_2_MeOH,2,0.0
electrophile_4,ligand_12_None,base_5_CsF,solvent_3_THF,1,4.35
electrophile_4,ligand_12_None,base_5_CsF,solvent_3_THF,2,0.0
electrophile_4,ligand_12_None,base_5_CsF,solvent_4_DMF,1,0.0
electrophile_4,ligand_12_None,base_5_CsF,solvent_4_DMF,2,0.0
electrophile_4,ligand_12_None,base_6_Et3N,solvent_1_MeCN,1,13.15
electrophile_4,ligand_12_None,base_6_Et3N,solvent_1_MeCN,2,13.51
electrophile_4,ligand_12_None,base_6_Et3N,solvent_2_MeOH,1,5.4
electrophile_4,ligand_12_None,base_6_Et3N,solvent_2_MeOH,2,9.06
electrophile_4,ligand_12_None,base_6_Et3N,solvent_3_THF,1,0.0
electrophile_4,ligand_12_None,base_6_Et3N,solvent_3_THF,2,13.33
electrophile_4,ligand_12_None,base_6_Et3N,solvent_4_DMF,1,10.75
electrophile_4,ligand_12_None,base_6_Et3N,solvent_4_DMF,2,6.82
electrophile_4,ligand_12_None,base_7_NaHCO3,solvent_1_MeCN,1,23.15
electrophile_4,ligand_12_None,base_7_NaHCO3,solvent_1_MeCN,2,5.96
electrophile_4,ligand_12_None,base_7_NaHCO3,solvent_2_MeOH,1,5.77
electrophile_4,ligand_12_None,base_7_NaHCO3,solvent_2_MeOH,2,4.71
electrophile_4,ligand_12_None,base_7_NaHCO3,solvent_3_THF,1,13.85
electrophile_4,ligand_12_None,base_7_NaHCO3,solvent_3_THF,2,4.99
electrophile_4,ligand_12_None,base_7_NaHCO3,solvent_4_DMF,1,12.17
electrophile_4,ligand_12_None,base_7_NaHCO3,solvent_4_DMF,2,15.23
electrophile_4,ligand_12_None,base_8_KOAc,solvent_1_MeCN,1,7.63
electrophile_4,ligand_12_None,base_8_KOAc,solvent_1_MeCN,2,5.57
electrophile_4,ligand_12_None,base_8_KOAc,solvent_2_MeOH,1,0.0
electrophile_4,ligand_12_None,base_8_KOAc,solvent_2_MeOH,2,0.0
electrophile_4,ligand_12_None,base_8_KOAc,solvent_3_THF,1,6.39
electrophile_4,ligand_12_None,base_8_KOAc,solvent_3_THF,2,4.04
electrophile_4,ligand_12_None,base_8_KOAc,solvent_4_DMF,1,0.0
electrophile_4,ligand_12_None,base_8_KOAc,solvent_4_DMF,2,0.0
electrophile_5,ligand_1_XPhos,base_1_NaOH,solvent_1_MeCN,1,0.0
electrophile_5,ligand_1_XPhos,base_1_NaOH,solvent_1_MeCN,2,0.0
electrophile_5,ligand_1_XPhos,base_1_NaOH,solvent_2_MeOH,1,8.46
electrophile_5,ligand_1_XPhos,base_1_NaOH,solvent_2_MeOH,2,0.0
electrophile_5,ligand_1_XPhos,base_1_NaOH,solvent_3_THF,1,1.7
electrophile_5,ligand_1_XPhos,base_1_NaOH,solvent_3_THF,2,5.79
electrophile_5,ligand_1_XPhos,base_1_NaOH,solvent_4_DMF,1,0.0
electrophile_5,ligand_1_XPhos,base_1_NaOH,solvent_4_DMF,2,0.0
electrophile_5,ligand_1_XPhos,base_2_KOH,solvent_1_MeCN,1,32.47
electrophile_5,ligand_1_XPhos,base_2_KOH,solvent_1_MeCN,2,27.84
electrophile_5,ligand_1_XPhos,base_2_KOH,solvent_2_MeOH,1,36.26
electrophile_5,ligand_1_XPhos,base_2_KOH,solvent_2_MeOH,2,13.58
electrophile_5,ligand_1_XPhos,base_2_KOH,solvent_3_THF,1,29.07
electrophile_5,ligand_1_XPhos,base_2_KOH,solvent_3_THF,2,22.91
electrophile_5,ligand_1_XPhos,base_2_KOH,solvent_4_DMF,1,25.78
electrophile_5,ligand_1_XPhos,base_2_KOH,solvent_4_DMF,2,24.12
electrophile_5,ligand_1_XPhos,base_3_K3PO4,solvent_1_MeCN,1,73.06
electrophile_5,ligand_1_XPhos,base_3_K3PO4,solvent_1_MeCN,2,63.69
electrophile_5,ligand_1_XPhos,base_3_K3PO4,solvent_2_MeOH,1,33.97
electrophile_5,ligand_1_XPhos,base_3_K3PO4,solvent_2_MeOH,2,38.69
electrophile_5,ligand_1_XPhos,base_3_K3PO4,solvent_3_THF,1,27.02
electrophile_5,ligand_1_XPhos,base_3_K3PO4,solvent_3_THF,2,30.48
electrophile_5,ligand_1_XPhos,base_3_K3PO4,solvent_4_DMF,1,86.56
electrophile_5,ligand_1_XPhos,base_3_K3PO4,solvent_4_DMF,2,69.32
electrophile_5,ligand_1_XPhos,base_4_K2CO3,solvent_1_MeCN,1,96.65
electrophile_5,ligand_1_XPhos,base_4_K2CO3,solvent_1_MeCN,2,96.62
electrophile_5,ligand_1_XPhos,base_4_K2CO3,solvent_2_MeOH,1,28.87
electrophile_5,ligand_1_XPhos,base_4_K2CO3,solvent_2_MeOH,2,34.83
electrophile_5,ligand_1_XPhos,base_4_K2CO3,solvent_3_THF,1,30.01
electrophile_5,ligand_1_XPhos,base_4_K2CO3,solvent_3_THF,2,33.78
electrophile_5,ligand_1_XPhos,base_4_K2CO3,solvent_4_DMF,1,95.14
electrophile_5,ligand_1_XPhos,base_4_K2CO3,solvent_4_DMF,2,77.47
electrophile_5,ligand_1_XPhos,base_5_CsF,solvent_1_MeCN,1,7.43
electrophile_5,ligand_1_XPhos,base_5_CsF,solvent_1_MeCN,2,0.35
electrophile_5,ligand_1_XPhos,base_5_CsF,solvent_2_MeOH,1,0.0
electrophile_5,ligand_1_XPhos,base_5_CsF,solvent_2_MeOH,2,0.0
electrophile_5,ligand_1_XPhos,base_5_CsF,solvent_3_THF,1,5.04
electrophile_5,ligand_1_XPhos,base_5_CsF,solvent_3_THF,2,0.0
electrophile_5,ligand_1_XPhos,base_5_CsF,solvent_4_DMF,1,6.31
electrophile_5,ligand_1_XPhos,base_5_CsF,solvent_4_DMF,2,0.0
electrophile_5,ligand_1_XPhos,base_6_Et3N,solvent_1_MeCN,1,10.64
electrophile_5,ligand_1_XPhos,base_6_Et3N,solvent_1_MeCN,2,8.56
electrophile_5,ligand_1_XPhos,base_6_Et3N,solvent_2_MeOH,1,4.4
electrophile_5,ligand_1_XPhos,base_6_Et3N,solvent_2_MeOH,2,12.93
electrophile_5,ligand_1_XPhos,base_6_Et3N,solvent_3_THF,1,0.0
electrophile_5,ligand_1_XPhos,base_6_Et3N,solvent_3_THF,2,14.08
electrophile_5,ligand_1_XPhos,base_6_Et3N,solvent_4_DMF,1,7.53
electrophile_5,ligand_1_XPhos,base_6_Et3N,solvent_4_DMF,2,0.0
electrophile_5,ligand_1_XPhos,base_7_NaHCO3,solvent_1_MeCN,1,11.57
electrophile_5,ligand_1_XPhos,base_7_NaHCO3,solvent_1_MeCN,2,25.32
electrophile_5,ligand_1_XPhos,base_7_NaHCO3,solvent_2_MeOH,1,6.36
electrophile_5,ligand_1_XPhos,base_7_NaHCO3,solvent_2_MeOH,2,5.32
electrophile_5,ligand_1_XPhos,base_7_NaHCO3,solvent_3_THF,1,18.62
electrophile_5,ligand_1_XPhos,base_7_NaHCO3,solvent_3_THF,2,14.63
electrophile_5,ligand_1_XPhos,base_7_NaHCO3,solvent_4_DMF,1,6.39
electrophile_5,ligand_1_XPhos,base_7_NaHCO3,solvent_4_DMF,2,12.16
electrophile_5,ligand_1_XPhos,base_8_KOAc,solvent_1_MeCN,1,1.72
electrophile_5,ligand_1_XPhos,base_8_KOAc,solvent_1_MeCN,2,12.35
electrophile_5,ligand_1_XPhos,base_8_KOAc,solvent_2_MeOH,1,6.3
electrophile_5,ligand_1_XPhos,base_8_KOAc,solvent_2_MeOH,2,3.65
electrophile_5,ligand_1_XPhos,base_8_KOAc,solvent_3_THF,1,4.65
electrophile_5,ligand_1_XPhos,base_8_KOAc,solvent_3_THF,2,11.65
electrophile_5,ligand_1_XPhos,base_8_KOAc,solvent_4_DMF,1,0.98
electrophile_5,ligand_1_XPhos,base_8_KOAc,solvent_4_DMF,2,0.0
electrophile_5,ligand_2_SPhos,base_1_NaOH,solvent_1_MeCN,1,0.0
electrophile_5,ligand_2_SPhos,base_1_NaOH,solvent_1_MeCN,2,2.82
electrophile_5,ligand_2_SPhos,base_1_NaOH,solvent_2_MeOH,1,0.0
electrophile_5,ligand_2_SPhos,base_1_NaOH,solvent_2_MeOH,2,0.0
electrophile_5,ligand_2_SPhos,base_1_NaOH,solvent_3_THF,1,0.0
electrophile_5,ligand_2_SPhos,base_1_NaOH,solvent_3_THF,2,0.0
electrophile_5,ligand_2_SPhos,base_1_NaOH,solvent_4_DMF,1,0.0
electrophile_5,ligand_2_SPhos,base_1_NaOH,solvent_4_DMF,2,0.0
electrophile_5,ligand_2_SPhos,base_2_KOH,solvent_1_MeCN,1,27.01
electrophile_5,ligand_2_SPhos,base_2_KOH,solvent_1_MeCN,2,16.39
electrophile_5,ligand_2_SPhos,base_2_KOH,solvent_2_MeOH,1,5.03
electrophile_5,ligand_2_SPhos,base_2_KOH,solvent_2_MeOH,2,1.81
electrophile_5,ligand_2_SPhos,base_2_KOH,solvent_3_THF,1,12.7
electrophile_5,ligand_2_SPhos,base_2_KOH,solvent_3_THF,2,16.93
electrophile_5,ligand_2_SPhos,base_2_KOH,solvent_4_DMF,1,11.92
electrophile_5,ligand_2_SPhos,base_2_KOH,solvent_4_DMF,2,9.53
electrophile_5,ligand_2_SPhos,base_3_K3PO4,solvent_1_MeCN,1,0.0
electrophile_5,ligand_2_SPhos,base_3_K3PO4,solvent_1_MeCN,2,0.0
electrophile_5,ligand_2_SPhos,base_3_K3PO4,solvent_2_MeOH,1,0.2
electrophile_5,ligand_2_SPhos,base_3_K3PO4,solvent_2_MeOH,2,0.59
electrophile_5,ligand_2_SPhos,base_3_K3PO4,solvent_3_THF,1,0.0
electrophile_5,ligand_2_SPhos,base_3_K3PO4,solvent_3_THF,2,5.82
electrophile_5,ligand_2_SPhos,base_3_K3PO4,solvent_4_DMF,1,0.0
electrophile_5,ligand_2_SPhos,base_3_K3PO4,solvent_4_DMF,2,3.01
