smiles,E_gas_hartree,E_solv_hartree,dG_solv_kcal
COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,-102.76451247751,-102.803081174606,-24.20220454602067
Clc2ccc1oc(=O)[nH]c1c2,-32.678920468029,-32.690177645195,-7.063979986260434
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-55.057933418594,-55.066301561898,-5.25108523655234
Clc1ccc(cc1)N(=O)=O,-30.390079861463,-30.399184424596,-5.713195307025982
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-43.422203795156,-43.438571558865,-10.270919037270222
CN(=O)=O,-14.622853892132,-14.63210306746,-5.803940760897787
COc1nc(NC(C)C)nc(NC(C)C)n1,-49.871620628119,-49.890000170156,-11.533328044097845
CCCCC(C)O,-24.050895540708,-24.057624643178,-4.2225723618452955
CN(C)C(=O)Nc1ccc(Cl)cc1,-39.374291087379,-39.3884213165,-8.86684594549024
CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,-55.36403509268,-55.375876235388,-7.4304236195546975
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,-50.992372932256,-50.995804657289,-2.1534383437304556
CCCCCCCC=C,-28.421999253297,-28.422838805195,-0.5268263719622224
CCCC(=O)CC,-23.025043353056,-23.029952763642,-3.080699327411616
CC1=CC(=O)CC(C)(C)C1 ,-30.476960852054,-30.484695346219,-4.853464698984808
CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,-60.385217547924,-60.399275131532,-8.821260232272696
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-86.976385907435,-87.005374463758,-18.19057998968949
COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,-74.033416476444,-74.052466689802,-11.954180334065049
CCCOC(=O)CC,-27.115942857673,-27.122060103649,-3.838626905153886
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-80.01808640456,-80.033552099872,-9.704862999539364
C1CCC=CCC1,-21.090544473043,-21.091020732058,-0.2988568182428213
ClCC(Cl)Cl,-19.453731084376,-19.458615702241,-3.0651416718497804
C1CC=CC1,-14.760504286929,-14.760885397973,-0.2391506101092315
Clc1ccccc1N(=O)=O,-30.383435146909,-30.394302606478,-6.819428686683017
Clc1cccc(Br)c1,-23.511682652417,-23.515533349677,-2.4163471869247006
CCOC(=O)c1ccc(O)cc1,-36.575996888336,-36.590550195801,-9.132331414054928
CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-63.153855300118,-63.165628465734,-7.387767382529884
Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,-46.970656683718,-46.977783297824,-4.472014491041548
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-59.103724788157,-59.109765826094,-3.7908056748061143
CCCCCCCCCCCCCCO,-49.357901374158,-49.365516183257,-4.778361242906361
CCOC(=O)c1cncn1C(C)c2ccccc2,-52.14561806473,-52.158257538635,-7.931383630650819
CCCCCCCC(C)O,-33.54496652481,-33.552079907257,-4.463711505936052
CN(C)C(=S)SSC(=S)N(C)C ,-37.813555862864,-37.828541511767,-9.403629557472645
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-73.914413859168,-73.928914254631,-9.099128656593392
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,-65.300799437477,-65.311598570959,-6.776553452162546
CC(=O)Nc1nnc(s1)S(N)(=O)=O ,-41.983017252192,-42.018917648184,-22.52782158854498
CCCCC(=O)OCC,-30.280290910706,-30.28649292137,-3.891817509756778
CCCCC(CC)CO,-30.374943504812,-30.380957951809,-3.774119620640362
CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-71.535265755877,-71.554486979689,-12.061490933042064
CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-75.700559110569,-75.714279570498,-8.6097120895807
Nc3ccc2cc1ccccc1cc2c3 ,-38.502378526626,-38.50958977799,-4.525125132170969
Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-46.966372973398,-46.975191014126,-5.533399919183395
Clc1ccccc1Cl,-23.980662784145,-23.985391181602,-2.9671119598450586
COc2c1occc1cc3ccc(=O)oc23 ,-46.044982264195,-46.056580526288,-7.278013847717989
CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23 ,-53.522115183452,-53.534981414118,-8.073675538990374
CCCc1ccccc1,-25.37985210757,-25.380994037149,-0.7165710881904183
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-61.380732475905,-61.39287566154,-7.619958274635896
CCCCSP(=O)(SCCCC)SCCCC,-55.922060399699,-55.929389900956,-4.599328004277032
CSc1nc(NC(C)C)nc(NC(C)C)n1,-49.040064217034,-49.056187426793,-10.117459232661345
Oc1cc(Cl)c(Cl)cc1Cl,-32.098300063102,-32.110062830907,-7.381242662545005
Clc1ccc2ccccc2c1,-29.527431516057,-29.530803339528,-2.115849574463364
Oc1c(Br)cc(C#N)cc1Br ,-31.62725289913,-31.639727082463,-7.827662309108326
c1ccc2ncccc2c1,-25.745766281897,-25.750237781609,-2.8059063127753903
CCO,-11.394338679806,-11.400883830374,-4.10714088777503
O=C2NC(=O)C1(CCC1)C(=O)N2,-37.160868188295,-37.174980003148,-8.855290826592817
O=C1N(COC(=O)CCCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-87.865317152684,-87.882300667593,-10.657308457032007
Nc1ccccc1N(=O)=O,-29.786034123841,-29.801371072052,-9.624073034936927
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,-79.57610352569,-79.599854601019,-14.904013528626995
OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,-96.322885291503,-96.34637225842,-14.738283123123049
Nc1ccc(Cl)cc1,-23.369801959586,-23.378244303422,-5.29764673818575
c1(O)c(C)ccc(C(C)C)c1,-32.624742223779,-32.631991699451,-4.549111229459561
Cc1ccc(O)c(C)c1,-26.293773475179,-26.299758323539,-3.7555462095334393
CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,-49.44213438761,-49.451794734964,-6.0619549077611925
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-59.591620336388,-59.606306736087,-9.215847988721103
O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 ,-36.729504388376,-36.757165085547,-17.357336421077633
CCCCCCCC,-26.317105097674,-26.317680336101,-0.3609672900885673
CCNc1ccccc1,-25.647909936695,-25.651410138368,-2.1964080516219457
CC(C)CC(C)C,-23.156387410407,-23.156806901057,-0.2632341582906539
CC(C)Cl,-14.547617491016,-14.550911618239,-2.067094479577813
NC(=O)N,-14.097819693202,-14.116908821705,-11.978599937788704
Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-42.919162535142,-42.926342500237,-4.505492716797356
CCCCCCCC(=O)C,-32.517768772317,-32.523244030546,-3.4357738160246765
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-53.483082855806,-53.49326067044,-6.386670283165539
c1c(Br)ccc2ccccc12 ,-29.05631145919,-29.060035168086,-2.3366608456203704
CCC1(CCC(=O)NC1=O)c2ccccc2 ,-46.57454942316,-46.585699060778,-6.99649795203177
CC(C)c1ccccc1,-25.380449976403,-25.381633244545,-0.742511408518476
CC1CCCCC1NC(=O)Nc2ccccc2,-50.134425589899,-50.146815893612,-7.7750270926395135
CCOP(=S)(OCC)SCSCC,-44.156124511696,-44.163887926765,-4.871612826533275
C/C=C/C=O,-15.636171795076,-15.641872789191,-3.5774251161090627
CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-75.062221060344,-75.075486555965,-8.324217891637456
CSSC,-13.837498079615,-13.837146915139,0.2203588691698164
c1ccc2c(c1)ccc3ccccc32,-35.071726721095,-35.073962259008,-1.402820160249913
O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,-46.673578939253,-46.686994332077,-8.418279735596082
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-79.596074014378,-79.618571050177,-14.11709243718952
C1CCCCC1,-18.97813284264,-18.97824889088,-0.072821315033463
Cc1c2ccccc2cc3ccccc13,-38.229188797809,-38.231797006454,-1.6366743986155132
CC(=C)C1CC=C(C)C(=O)C1,-32.579764321542,-32.586713297819,-4.360545154605161
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,-57.168144435717,-57.187231943211,-11.977582740056633
Brc1cccc(Br)c1,-23.039748232746,-23.043638593441,-2.4412363493583618
CCCOC(C)C,-24.05220599793,-24.05503010234,-1.7721509342164492
CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ,-79.575901358389,-79.601143592442,-15.83972904836152
CCC(Br)(CC)C(=O)NC(N)=O,-39.711889623839,-39.732107103783,-12.686650622180489
CCCCCOC(=O)C,-30.279547100849,-30.286103924908,-4.1144661084392675
CCCCCCCCl,-27.194694245693,-27.197902070545,-2.012938965052412
CC(C)CCCO,-24.052030882819,-24.058945331613,-4.338878848273759
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-55.897804046259,-55.909737564017,-7.488389794806495
c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-65.882958895649,-65.896537113354,-8.520453813848869
CCCCCCl,-20.871502869521,-20.874535251692,-1.9028471037419643
CC(C)CCOC(=O)C,-30.282830895524,-30.28938288857,-4.111434604301901
Clc1cccc(Cl)c1c2ccccc2 ,-38.868565745299,-38.873196193798,-2.905648107159176
Oc1ccc(C=O)cc1,-26.147986908884,-26.159280833264,-7.087039193768506
CCC(C)(O)CC,-24.056552419882,-24.061774420707,-3.2768525156951447
C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,-91.506463757939,-91.517660261708,-7.0259068835813165
COc1ccc(Cl)cc1,-27.16515549354,-27.16931499065,-2.6101218720005708
NC(=S)Nc1ccccc1,-28.153204867058,-28.166837436117,-8.554559777643062
OCc1ccccc1,-23.103925821453,-23.110686897006,-4.242635759188234
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,-61.209108407011,-61.220783594553,-7.326285259290668
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,-51.014588664205,-51.023087297864,-5.3329691087267195
COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,-66.337931034925,-66.353543236553,-9.79679703137715
COC(=O)C,-17.619762312938,-17.626013349798,-3.9225818889818465
CCNc1nc(NC(C)(C)C)nc(OC)n1,-49.873135041144,-49.891093121593,-11.268857104470737
Cc1c[nH]c2ccccc12 ,-26.787156493253,-26.791594347966,-2.7847937731000285
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,-55.12948983247,-55.175407038974,-28.81346033611902
CC(=O)Nc1ccc(O)cc1,-32.782997976473,-32.799054931366,-10.075883707953256
CN(C)c1nc(nc(n1)N(C)C)N(C)C,-46.07965507664,-46.095671475484,-10.050434422196302
Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-62.652994646366,-62.672399279099,-12.17658168165208
CCCCc1c(C)nc(nc1O)N(C)C ,-46.139049373766,-46.154003643636,-9.383938931855804
c1ccc2cnccc2c1,-25.745157606826,-25.750044050669,-3.066287489476299
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-55.314509307918,-55.328233271266,-8.611910516539695
NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-84.974184361065,-85.014525294857,-25.31429902288119
Cc1ccc(C)c2ccccc12,-31.813164222444,-31.81523824368,-1.301466991779996
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,-71.235649719976,-71.239538939113,-2.4405200114448324
Cc1ccccc1C,-22.220810451531,-22.222237251177,-0.8953296190604269
FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-61.128151130071,-61.145004719448,-10.575779016376275
CCCC#C,-14.710992865811,-14.712446452876,-0.9121389655704478
c1ccc2c(c1)[nH]c3ccccc32,-33.221667136487,-33.226302817585,-2.9089316101258222
COC=O,-14.443369158116,-14.447230275909,-2.422886165167025
CCCCCOC(=O)CC,-33.443983591471,-33.450221368991,-3.9142615337971143
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-52.917422389081,-52.931647738548,-8.92653481869045
Brc1cc(Br)c(Br)cc1Br,-30.186200161593,-30.188439018613,-1.4049029297632052
CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,-64.191104910825,-64.202165171544,-6.940413143513825
CC(=O)Nc1ccc(Br)cc1,-32.291262919431,-32.303119822865,-7.440313616966693
CCCOCC,-20.884936537388,-20.887525926048,-1.6248646886471894
CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,-68.515612083207,-68.530901758753,-9.594409012195278
C1OC(O)C(O)C(O)C1O,-36.134885304127,-36.156453107685,-13.533990842876904
c1ccsc1,-13.818274567454,-13.816834551045,0.9036232567957664
O=C2NC(=O)C1(CCCC1)C(=O)N2,-40.352435207288,-40.366102618829,-8.576423748677076
CCCCCC,-19.990114017936,-19.990441648546,-0.2055911564494912
CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,-96.358447621746,-96.380702301804,-13.96501202852299
O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-78.366623433498,-78.384284291003,-11.082347032100389
CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,-57.60906765171,-57.624257888448,-9.532010265225862
Clc1ccccc1,-19.932461124327,-19.935276945243,-1.7669529671794078
CCC(C)O,-17.726198409427,-17.731483800635,-3.3166305515419734
CCCCOCCCC,-30.377103574594,-30.379809513626,-1.698001096032057
CCCCC=C,-18.93378964563,-18.934512939055,-0.4538731338286692
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-43.227875620827,-43.236287801954,-5.27871936682232
OCC1OC(O)C(O)C(O)C1O,-43.362203651407,-43.38831004855,-16.381999164804423
CCCCC(C)(C)O,-27.219316835528,-27.224819030505,-3.452676867821037
c1cnc2c(c1)ccc3ncccc23,-35.617421405671,-35.624545343831,-4.470335310843097
Fc1c[nH]c(=O)[nH]c1=O ,-28.830596038552,-28.849146294154,-11.640452342556165
CCCCCCCCC=C,-31.589406655963,-31.590570356672,-0.730232668203995
O=N(=O)c1ccccc1N(=O)=O,-36.781305431256,-36.797119126564,-9.92323612902619
C1c2ccccc2c3ccc4ccccc4c13,-42.528698752463,-42.531780332756,-1.9337193680797105
CCc1ccc(C)cc1,-25.385434179735,-25.386786123729,-0.8483570237303636
Fc1cccc(Br)c1,-23.68903786777,-23.692943101122,-2.450569075480442
CCCCCCC#C,-24.20054406374,-24.202395198666,-1.16160382627904
CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,-57.890133856342,-57.904385486119,-8.943025949735567
Cc1cc(C)c(C)cc1C,-28.561502192047,-28.563247695986,-1.0953194312570964
ClC=C(Cl)Cl,-18.412064666758,-18.414228884226,-1.3580659391270005
CC(C)C(C)O,-20.891901448981,-20.897315489662,-3.3973592536935864
CCCCOCCO,-28.102894361434,-28.11252423288,-6.042831001206986
Oc1cccc2ncccc12 ,-29.81776465869,-29.82672415507,-5.622164613918074
CCC(CC)C=O,-23.013877497518,-23.017181386593,-2.073220129563694
COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 ,-54.215141686781,-54.229984121387,-9.31376129717359
CCCCCCCCCC(C)O,-39.87167647788,-39.878933974521,-4.554144459694729
CCCCOC,-20.881007493711,-20.88333998219,-1.463657512970152
CCOC=O,-17.611530675785,-17.615425791994,-2.444220477192102
Cc2cccc3sc1nncn1c23 ,-34.865877245667,-34.877661807045,-7.394918325747745
Cc1ccc(O)cc1,-23.124362722578,-23.131463452457,-4.45577190564323
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-42.545562983122,-42.559148824435,-8.525237696480781
OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,-65.472076196838,-65.49741620272,-15.901081751008304
CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,-49.342462077113,-49.357455701517,-9.40863425612914
c1ccccc1NC(=O)c2c(O)cccc2,-44.499550531036,-44.515769446034,-10.177515131479629
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-68.555725864707,-68.573007266845,-10.844235374211944
O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-84.700092106887,-84.717918394938,-11.186156188593465
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-49.850688007233,-49.867679999355,-10.662627984480531
CC(C)c1ccc(C)cc1,-28.551109626953,-28.552545128946,-0.900790420125938
Cc1cc(C)c(O)c(C)c1,-29.463448402515,-29.469483194376,-3.7868862059050703
O=N(=O)c1cccc2ccccc12,-35.931923407771,-35.940991275369,-5.690168528552575
Oc1ccc(Br)cc1,-23.535276223157,-23.544538658744,-5.812261692763282
C=CC=C,-11.552701852686,-11.553426842979,-0.4549379337698546
CCBr,-10.911560892924,-10.914263314954,-1.6957941456241312
O=C1NC(=O)C(=O)C(=O)N1 ,-31.692792257564,-31.706328172625,-8.493908524012173
ClC(Cl)C(Cl)Cl,-23.488680161874,-23.493526493035,-3.0411164205066084
CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,-51.810667848954,-51.819685399279,-5.658593986893672
Cc2cnc1cncnc1n2,-29.726713599623,-29.740695290807,-8.77363705318069
CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-73.727793876323,-73.741060198645,-8.324736653953655
CCCCCC=C,-22.097253132372,-22.097923310407,-0.4205427485656662
CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,-66.755333540339,-66.773281944128,-11.262784913235558
CCCCCCCCC,-29.483419577411,-29.484138326199,-0.4510213332110712
N#Cc1ccccc1,-20.399826075408,-20.409086300583,-5.810874639337837
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,-85.179629252765,-85.199914678222,-12.729287043099236
O=C(Nc1ccccc1)Nc2ccccc2,-43.878444636701,-43.891605536016,-8.258582768258757
CC(C)C(O)C(C)C,-27.218619666347,-27.223185862775,-2.865329354338787
CCCCCBr,-20.405706647042,-20.408386217944,-1.6814548571431147
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-50.185553706238,-50.200429231273,-9.33452583918914
CCCCCCCCC(=O)OCC,-42.935319109079,-42.942312222041,-4.388241321667341
Cn1cnc2n(C)c(=O)[nH]c(=O)c12 ,-38.985910538116,-39.004482954505,-11.654358435844152
CC(C)CC(C)O,-24.053710156892,-24.060467508571,-4.2402989947393115
O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-45.566980103156,-45.580929763277,-8.753537272868495
Cc1cccc2ccccc12,-28.643942321372,-28.645801251697,-1.1664955093124154
CCC(C)CC,-19.99276710993,-19.993074527204,-0.1929071061913502
CC(Cl)Cl,-15.419553983189,-15.42392863514,-2.7451334711201687
C=CCCC=C,-17.876270428901,-17.877247708696,-0.6132518668797194
NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,-54.098951100009,-54.137162452027,-23.977967293460424
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-70.223166799444,-70.235207258872,-7.55549665520062
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-36.143223514099,-36.151885717936,-5.435610867550851
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,-87.091962125054,-87.10660933685,-9.191257226898069
O=C2NC(=O)C1(CCCCC1)C(=O)N2,-43.516405729548,-43.5300140493,-8.539343119259195
CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,-65.306204465368,-65.318681798302,-7.829638712079731
Ic1ccccc1,-19.188036377319,-19.192116200951,-2.5601260474909404
CCCCCC(C)O,-27.213989638296,-27.220583472837,-4.137690518988605
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-52.642074650628,-52.66194478951,-12.468690979708391
NC(=O)CCl ,-17.858249262621,-17.87081676108,-7.886218390508118
CCCC(C)(C)O,-24.056854522961,-24.062977538031,-3.8422470635600825
CCCC(C)(COC(N)=O)COC(N)=O ,-50.625034489732,-50.652416394469,-17.18239165960907
CCC(C)CO,-20.887208403315,-20.893561611452,-3.986695284840677
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-73.145129636601,-73.17988449928,-21.808989124842025
COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ,-75.765399733455,-75.789576869958,-15.171370749860412
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ,-62.046108035468,-62.060193856284,-8.838979334427181
Cc2c(N)c(=O)n(c1ccccc1)n2C,-43.012028832898,-43.028886005217,-10.578027344723282
C1N(C(=O)NCC(C)C)C(=O)NC1,-41.748372009701,-41.772808112437,-15.333874391762846
C=CCS(=O)SCC=C,-28.437246534648,-28.444506057778,-4.555416099782683
CCCCCCCCCCCCO,-43.031222146514,-43.038616139225,-4.639796972088047
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,-58.967507807909,-58.979474152266,-7.508988781116122
CCc1ccccc1C,-25.383949076422,-25.385318649981,-0.8594197344344079
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-46.677328996608,-46.695700441348,-11.528246917355771
CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,-63.185627494456,-63.199654499283,-8.802071771985755
Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34 ,-55.031414832827,-55.044103890342,-7.962497792182812
Cn1c(=O)n(C)c2nc[nH]c2c1=O,-38.979752548228,-38.998198021073,-11.574700219494416
CCCCCCCCCCCCCCCO,-52.522053636071,-52.529483251678,-4.662150659934186
FC(F)(Cl)C(F)(F)Cl,-32.287973058272,-32.285985933831,1.2469384708482485
ClCCCl,-15.414023169265,-15.420305412916,-3.942164431195601
CCCCCCCCCCCCCCCCCCCC,-64.283502413847,-64.285432957444,-1.2114334820088006
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-80.628664381698,-80.651935043188,-14.60254952092995
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-50.389294646971,-50.399599888076,-6.466631540553945
CN(C)C(=O)SCCCCOc1ccccc1,-51.845961420479,-51.856842639024,-6.828062567955669
Nc1cc[nH]c(=O)n1 ,-23.963618182781,-23.987857021879,-15.210089683547132
CC1(C)C2CCC1(C)C(O)C2,-34.688617247158,-34.695599968822,-4.381720688656329
CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,-64.596048754282,-64.61534264146,-12.10708784918501
COc1ccccc1OCC(O)COC(N)=O,-54.46982493302,-54.487674011567,-11.20045742995055
Cc1cccc(C)c1O,-26.293358874625,-26.299217918942,-3.676603040315737
O=C1c2ccccc2C(=O)c3ccccc13,-42.165667956202,-42.174546587284,-5.57142091163372
CN(C)C(=O)C,-20.154185165486,-20.163967286165,-6.138368765160057
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,-64.598411619227,-64.618294821828,-12.47688858095597
OCC1OC(O)(CO)C(O)C1O,-43.353526831728,-43.384202155282,-19.249041608047015
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-46.753734222303,-46.768204400521,-9.080167063397642
Oc1ccc2ccccc2c1,-29.548576252688,-29.556145437841,-4.749731806173168
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,-55.062300185383,-55.070259358074,-4.994452496153789
Clc1ccccc1Br,-23.509384501098,-23.5138992991,-2.8330763794364247
Oc1ccc(cc1)c2ccccc2,-34.841171208955,-34.84906832087,-4.95550880067404
c1(O)cc(O)ccc1CCCCCC,-43.018113229961,-43.031271757168,-8.25709424913545
CCCCCCC(C)O,-30.377126476771,-30.383749035246,-4.155715046089706
OC1C(O)C(O)C(O)C(O)C1O,-43.363041504576,-43.387216936737,-15.170301259913565
CC(C)N(=O)=O,-20.95824631492,-20.965045365752,-4.266465588538009
c1ccc(cc1)c2ccc(cc2)c3ccccc3,-45.654380904516,-45.657371096162,-1.8763721695892608
CSc1nnc(c(=O)n1N)C(C)(C)C,-43.253406892854,-43.26869044642,-9.590567414647287
COc1ccccc1O ,-27.187138220258,-27.194315199604,-4.503619132428648
CCC(C)(C)CC,-23.158766884088,-23.159190755478,-0.2659831120684833
CCCCCC=O,-23.013325746847,-23.017240577808,-2.4565916615069736
CCCC/C=C/C,-22.102119278605,-22.102895779042,-0.4872610127227947
CCCC(C)(C)CO,-27.215687916929,-27.221391726946,-3.579192119957471
CC(C)CC(C)(C)O,-27.21839562263,-27.223046147516,-2.918246220690811
CCCCCCO,-24.045215138104,-24.052874003457,-4.80600693879629
CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,-68.946529279475,-68.964300269754,-11.151456338987645
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-48.324337068107,-48.332614103673,-5.1939143109870525
Nc1nc(O)nc2nc[nH]c12 ,-31.976756619698,-32.008527736621,-19.93666180923268
Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,-63.066811364621,-63.085407559926,-11.669279919641488
CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,-59.397378552978,-59.415668519603,-11.477118666890355
Cc1cc(no1)C(=O)NNCc2ccccc2,-49.155188162005,-49.173230344579,-11.321631944828049
ClCCl,-12.245968148238,-12.249972126796,-2.5125325809519863
CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-53.017568462662,-53.031790309388,-8.92433681718694
Cc1c(cccc1N(=O)=O)N(=O)=O,-39.958454976371,-39.971555776504,-8.220869990656169
c2cnc1ncncc1n2,-26.550383079141,-26.563048497415,-7.947663955699763
Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,-51.002344509539,-51.006097600204,-2.3550981701038074
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-76.558092545371,-76.580879076656,-14.298753460123503
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,-53.280221746545,-53.288822339272,-5.396949341526681
Clc1ccccc1c2ccccc2,-34.818614157542,-34.822259524915,-2.2875008348617163
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O ,-44.031884638081,-44.047224152236,-9.625683187886768
Oc1cccc(O)c1,-24.028716946796,-24.041482420889,-8.010449882625101
ClCBr,-11.778277618896,-11.78075617004,-1.5553131498201405
CC(C)COC(=O)C,-27.118360836588,-27.124866510896,-4.082369179337851
Oc2ccc1ncccc1c2 ,-29.82045638982,-29.830949981193,-6.584823028881383
CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O ,-96.361413696753,-96.389827357166,-17.82982763209751
COC(=O)c1cc(O)c(O)c(O)c1 ,-41.554914458965,-41.578399061986,-14.736799757102512
CC(C)C(=O)C(C)C,-26.189241819129,-26.193987101227,-2.9777072240337867
